Date,Surface,Rd,Opponent,Score,DR,A%,DF%,1stIn,1st%,2nd%,Player,Ret_TPW,Ret_RPW,Ret_vA%,Ret_v1st%,Ret_v2nd%,Ret_BPCnv,Ret_Time
18‑Jul‑2022,Clay,R32,Francisco Cerundolo,2-6 6-4 6-2,0.92,6.5%,1.1%,62.0%,68.4%,42.9%,Daniel Altmaier,48.4%,38.0%,1.1%,32.7%,45.9%,2/10,2:12
11‑Jul‑2022,Clay,R32,Elias Ymer,6-4 7-6(5),0.89,7.2%,3.6%,51.8%,62.8%,67.5%,Daniel Altmaier,48.5%,31.3%,6.3%,25.0%,50.0%,0/8,2:01
27‑Jun‑2022,Grass,R128,Mikael Ymer,6-3 7-5 7-5,0.71,8.9%,3.3%,61.0%,62.7%,45.8%,Daniel Altmaier,45.0%,31.3%,4.0%,27.3%,39.4%,2/6,2:26
20‑Jun‑2022,Grass,QF,Benjamin Bonzi,6-3 6-4,0.43,3.2%,8.1%,54.8%,76.5%,42.9%,Daniel Altmaier,41.8%,16.7%,8.3%,11.1%,33.3%,0/0,1:16
20‑Jun‑2022,Grass,R16,Sebastian Baez,6-2 2-6 6-4,1.3,14.5%,10.1%,58.0%,85.0%,51.7%,Daniel Altmaier,52.6%,37.6%,7.1%,33.8%,50.0%,3/7,1:38
20‑Jun‑2022,Grass,R32,Dusan Lajovic,7-5 7-6(2),1.44,21.7%,0.0%,66.7%,87.0%,69.6%,Daniel Altmaier,54.0%,27.1%,5.7%,26.0%,30.0%,1/1,1:28
13‑Jun‑2022,Grass,R32,Nick Kyrgios,6-3 7-5,0.72,13.2%,3.8%,54.7%,79.3%,58.3%,Daniel Altmaier,45.4%,21.8%,14.5%,13.2%,41.2%,0/0,1:07
6‑Jun‑2022,Grass,R32,Oscar Otte,7-6(2) 7-6(4),0.76,17.4%,1.4%,66.7%,89.1%,52.2%,Daniel Altmaier,46.2%,17.6%,9.5%,12.8%,25.9%,0/3,1:26
16‑May‑2022,Clay,R32,Federico Coria,6-3 3-6 6-3,0.91,2.2%,3.3%,70.3%,68.8%,37.0%,Daniel Altmaier,48.6%,36.9%,4.8%,28.0%,50.0%,3/9,2:17
9‑May‑2022,Clay,F,Andrej Martin,3-6 6-1 6-4,1.19,6.8%,6.8%,56.2%,73.2%,56.3%,Daniel Altmaier,53.5%,40.8%,1.4%,31.1%,57.7%,5/7,1:53
9‑May‑2022,Clay,SF,Daniel Elahi Galan,6-3 2-6 6-4,0.92,3.3%,4.3%,56.5%,71.2%,47.5%,Daniel Altmaier,49.1%,36.1%,3.6%,22.9%,54.3%,3/8,2:13
9‑May‑2022,Clay,QF,Thiago Agustin Tirante,6-3 6-2,1.65,6.4%,8.5%,55.3%,84.6%,47.6%,Daniel Altmaier,59.8%,52.7%,1.8%,52.4%,53.8%,5/7,1:13
9‑May‑2022,Clay,R16,Constant Lestienne,6-1 6-4,1.47,8.5%,6.8%,54.2%,71.9%,51.9%,Daniel Altmaier,59.1%,54.9%,2.0%,40.7%,70.8%,5/6,1:11
9‑May‑2022,Clay,R32,Facundo Mena,6-2 6-3,1.44,7.4%,3.7%,59.3%,75.0%,54.5%,Daniel Altmaier,57.8%,47.9%,0.0%,45.5%,50.0%,4/11,1:14
2‑May‑2022,Clay,R16,Hugo Grenier,6-1 6-3,0.66,7.0%,2.3%,58.1%,60.0%,50.0%,Daniel Altmaier,41.8%,29.2%,2.1%,25.0%,37.5%,0/0,1:07
2‑May‑2022,Clay,R32,Martin Cuevas,6-3 6-4,1.13,9.8%,1.6%,60.7%,83.8%,54.2%,Daniel Altmaier,53.6%,31.4%,9.8%,32.4%,29.4%,2/8,1:14
25‑Apr‑2022,Clay,R16,Miomir Kecmanovic,6-2 6-4,0.69,4.0%,0.0%,62.0%,64.5%,26.3%,Daniel Altmaier,41.7%,34.5%,1.7%,30.4%,50.0%,2/9,1:12
25‑Apr‑2022,Clay,R32,Philipp Kohlschreiber,7-6(5) 3-6 6-1,0.98,5.7%,2.8%,62.3%,63.6%,60.0%,Daniel Altmaier,51.1%,36.9%,3.6%,31.3%,55.0%,4/6,2:25
18‑Apr‑2022,Clay,R16,Jonas Forejtek,6-1 6-4,0.69,4.0%,2.0%,58.0%,34.5%,42.9%,Daniel Altmaier,40.9%,43.1%,1.5%,35.9%,53.8%,3/8,1:20
18‑Apr‑2022,Clay,R32,Martin Krumich,5-7 7-5 6-4,1.07,3.6%,0.9%,58.2%,59.4%,52.2%,Daniel Altmaier,51.3%,46.8%,1.6%,36.5%,57.4%,7/16,3:02
21‑Mar‑2022,Hard,R128,J J Wolf,6-4 6-4,0.72,9.3%,5.6%,53.7%,79.3%,40.0%,Daniel Altmaier,44.1%,28.1%,7.0%,18.8%,40.0%,1/3,1:27
14‑Mar‑2022,Hard,F,Denis Kudla,2-6 6-2 6-3,0.84,15.7%,1.4%,60.0%,64.3%,57.1%,Daniel Altmaier,45.5%,32.6%,8.1%,24.1%,46.9%,2/9,1:55
14‑Mar‑2022,Hard,SF,Liam Broady,7-6(5) 7-5,1.2,13.3%,2.7%,57.3%,81.4%,56.3%,Daniel Altmaier,53.0%,35.1%,10.8%,30.4%,42.9%,2/6,1:51
14‑Mar‑2022,Hard,QF,Radu Albot,6-4 7-5,1.42,21.9%,0.0%,60.9%,79.5%,56.0%,Daniel Altmaier,55.0%,42.1%,1.3%,31.5%,68.2%,3/7,1:36
14‑Mar‑2022,Hard,R16,Emil Ruusuvuori,6-2 7-5,1.32,10.9%,0.0%,54.5%,63.3%,52.0%,Daniel Altmaier,56.6%,55.2%,0.0%,50.0%,61.5%,6/7,1:34
14‑Mar‑2022,Hard,R32,Aleksandar Vukic,6-1 3-6 6-4,1.04,9.2%,0.0%,67.8%,72.9%,46.4%,Daniel Altmaier,51.5%,37.2%,7.7%,21.4%,55.6%,4/9,1:50
7‑Mar‑2022,Hard,R128,Steve Johnson,6-3 7-6(3),0.96,12.9%,1.6%,62.9%,74.4%,47.8%,Daniel Altmaier,47.5%,34.2%,5.1%,17.9%,50.0%,1/8,1:43
21‑Feb‑2022,Hard,R32,Cameron Norrie,7-6(5) 6-2,0.69,15.2%,4.5%,57.6%,71.1%,25.0%,Daniel Altmaier,42.4%,33.3%,7.6%,28.9%,42.9%,2/7,1:50
21‑Feb‑2022,Hard,Q2,Denis Kudla,4-6 6-4 6-2,0.98,4.2%,6.3%,48.4%,73.9%,40.8%,Daniel Altmaier,50.3%,42.5%,2.5%,34.1%,52.8%,6/11,2:25
21‑Feb‑2022,Hard,Q1,Ernesto Escobedo,6-2 3-6 6-1,1.27,14.7%,4.0%,62.7%,76.6%,42.9%,Daniel Altmaier,54.5%,45.6%,1.3%,36.8%,68.2%,5/8,1:54
14‑Feb‑2022,Hard,R32,Jack Sock,2-6 6-3 6-4,0.9,1.2%,1.2%,72.0%,61.0%,52.2%,Daniel Altmaier,48.1%,37.2%,0.0%,31.9%,45.2%,3/7,2:07
7‑Feb‑2022,Hard,R32,Andreas Seppi,4-6 6-3 6-4,0.89,16.3%,1.3%,70.0%,69.6%,45.8%,Daniel Altmaier,47.6%,33.3%,8.3%,19.3%,63.0%,3/6,1:51
31‑Jan‑2022,Hard,QF,Joao Sousa,6-2 6-3,0.63,12.2%,4.1%,57.1%,64.3%,47.6%,Daniel Altmaier,41.6%,26.9%,1.9%,21.4%,33.3%,0/1,1:12
31‑Jan‑2022,Hard,R16,Radu Albot,3-6 6-4 6-4,0.83,7.3%,3.6%,60.0%,72.7%,43.2%,Daniel Altmaier,48.9%,32.5%,6.3%,30.2%,37.0%,3/7,2:11
31‑Jan‑2022,Hard,R32,Prajnesh Gunneswaran,7-6(5) 6-2,1.2,15.3%,4.2%,59.7%,67.4%,55.2%,Daniel Altmaier,53.2%,45.1%,2.4%,41.1%,53.8%,4/10,1:38
17‑Jan‑2022,Hard,R128,Alexander Zverev,7-6(3) 6-1 7-6(1),0.59,0.8%,2.4%,57.5%,65.8%,40.7%,Daniel Altmaier,43.1%,26.4%,15.4%,12.3%,61.5%,1/1,2:38
10‑Jan‑2022,Hard,R32,Fabio Fognini,6-3 7-5,0.76,15.3%,0.0%,72.9%,67.4%,43.8%,Daniel Altmaier,45.0%,29.5%,11.5%,18.9%,45.8%,1/2,1:25
10‑Jan‑2022,Hard,Q2,Sebastian Baez,7-6(4) 7-5,0.92,11.2%,1.1%,56.2%,68.0%,46.2%,Daniel Altmaier,48.1%,38.3%,1.1%,32.8%,48.5%,3/6,2:22
10‑Jan‑2022,Hard,Q1,Michail Pervolarakis,6-4 6-1,2.15,4.8%,0.0%,78.6%,84.8%,55.6%,Daniel Altmaier,60.6%,46.2%,7.7%,36.7%,59.1%,4/5,1:06
3‑Jan‑2022,Hard,R32,Thiago Monteiro,6-2 3-6 7-6(2),0.69,7.7%,3.8%,67.3%,67.1%,35.3%,Daniel Altmaier,45.1%,30.0%,11.3%,24.5%,40.7%,3/5,2:24
22‑Nov‑2021,Hard,F,Alejandro Tabilo,6-3 3-6 6-3,1.19,8.9%,2.5%,63.3%,70.0%,44.8%,Daniel Altmaier,53.8%,46.8%,2.5%,25.6%,72.2%,5/12,2:04
22‑Nov‑2021,Hard,SF,Michael Mmoh,6-4 6-2,1.27,8.5%,0.0%,54.2%,84.4%,51.9%,Daniel Altmaier,53.7%,38.7%,1.6%,28.6%,60.0%,3/8,1:43
22‑Nov‑2021,Hard,QF,Zachary Svajda,4-6 7-6(8) 6-3,1.15,8.9%,4.0%,50.5%,78.4%,44.0%,Daniel Altmaier,52.3%,44.3%,2.6%,40.2%,54.5%,5/15,2:38
22‑Nov‑2021,Hard,R16,Govind Nanda,6-3 6-3,1.26,5.0%,0.0%,55.0%,78.8%,29.6%,Daniel Altmaier,55.6%,54.7%,0.0%,45.7%,65.5%,6/12,1:35
22‑Nov‑2021,Hard,R32,Michael Redlicki,7-6(5) 6-1,1.41,7.8%,4.7%,64.1%,85.4%,47.8%,Daniel Altmaier,55.3%,39.7%,1.5%,31.9%,57.1%,3/8,1:38
15‑Nov‑2021,Hard,R16,Yosuke Watanuki,6-2 6-1,0.4,3.7%,3.7%,59.3%,46.9%,45.5%,Daniel Altmaier,35.4%,21.4%,14.3%,20.0%,22.7%,0/1,1:08
15‑Nov‑2021,Hard,R32,Malek Jaziri,6-3 6-4,1.83,14.0%,1.8%,63.2%,88.9%,57.1%,Daniel Altmaier,59.0%,41.7%,0.0%,34.5%,48.4%,2/6,1:22
8‑Nov‑2021,Hard,F,Christopher Eubanks,6-3 6-4,0.5,11.9%,3.0%,67.2%,68.9%,40.9%,Daniel Altmaier,42.7%,20.0%,16.0%,7.7%,63.6%,0/0,1:12
8‑Nov‑2021,Hard,SF,Michael Mmoh,3-6 6-3 6-4,1.26,16.3%,7.5%,61.3%,83.7%,51.6%,Daniel Altmaier,52.6%,36.3%,4.4%,31.3%,48.1%,2/8,2:04
8‑Nov‑2021,Hard,QF,Jack Sock,3-6 7-5 7-6(2),2.18,10.4%,2.6%,64.9%,92.0%,74.1%,Daniel Altmaier,54.1%,31.1%,5.7%,22.6%,43.2%,1/1,2:13
8‑Nov‑2021,Hard,R16,Blaz Rola,7-6(3) 6-4,1.36,16.7%,1.4%,59.7%,81.4%,51.7%,Daniel Altmaier,54.5%,41.5%,7.3%,32.7%,54.5%,2/7,1:56
8‑Nov‑2021,Hard,R32,Adam Walton,6-3 6-2,1.29,17.2%,9.4%,50.0%,81.3%,46.9%,Daniel Altmaier,57.0%,46.5%,2.3%,36.0%,61.1%,4/6,1:10
25‑Oct‑2021,Hard,R16,Aleksandar Kovacevic,7-6(7) 6-3,0.88,7.9%,6.6%,61.8%,63.8%,41.4%,Daniel Altmaier,47.1%,39.5%,12.3%,20.5%,62.2%,1/8,1:45
25‑Oct‑2021,Hard,R32,Yasutaka Uchiyama,7-6(6) 6-1,1.34,7.7%,5.1%,59.0%,80.4%,46.9%,Daniel Altmaier,55.8%,44.7%,5.3%,40.4%,51.7%,4/7,2:00
18‑Oct‑2021,Clay,R16,Alexis Galarneau,6-3 3-6 6-3,0.97,18.2%,2.6%,58.4%,80.0%,50.0%,Daniel Altmaier,48.2%,31.5%,3.4%,28.6%,36.4%,1/5,1:58
18‑Oct‑2021,Clay,R32,Dalibor Svrcina,6-4 6-1,1.36,4.3%,5.8%,60.9%,71.4%,51.9%,Daniel Altmaier,57.1%,49.1%,0.0%,44.7%,57.9%,4/10,1:21
4‑Oct‑2021,Hard,R64,Grigor Dimitrov,6-4 6-2,0.38,3.0%,3.0%,50.7%,55.9%,51.5%,Daniel Altmaier,39.3%,17.8%,0.0%,12.9%,28.6%,0/2,1:26
4‑Oct‑2021,Hard,R128,Sam Querrey,6-2 6-4,1.71,14.6%,0.0%,70.8%,70.6%,71.4%,Daniel Altmaier,60.0%,50.0%,3.8%,27.3%,66.7%,4/4,1:02
27‑Sep‑2021,Clay,R16,Nicolas Kicker,2-6 6-2 6-4,0.95,4.9%,3.7%,62.2%,62.7%,32.3%,Daniel Altmaier,48.8%,46.3%,2.4%,40.0%,59.3%,5/10,2:12
27‑Sep‑2021,Clay,R32,Guido Andreozzi,7-6(5) 6-7(3) 6-2,1.04,5.7%,1.6%,61.8%,63.2%,48.9%,Daniel Altmaier,51.6%,44.1%,4.9%,37.3%,53.5%,6/12,3:21
29‑Aug‑2021,Clay,SF,Juan Manuel Cerundolo,6-4 3-0 RET,0.74,0.0%,4.7%,53.5%,43.5%,35.0%,Daniel Altmaier,42.2%,45.0%,0.0%,36.4%,85.7%,3/5,1:02
29‑Aug‑2021,Clay,QF,Riccardo Bonadio,7-6(3) 6-3,1.23,4.2%,0.0%,62.5%,73.3%,51.9%,Daniel Altmaier,54.2%,42.9%,1.4%,40.6%,44.7%,3/9,1:58
29‑Aug‑2021,Clay,R16,Joao Menezes,6-0 7-5,1.78,4.3%,4.3%,59.6%,75.0%,68.4%,Daniel Altmaier,59.1%,49.2%,4.8%,37.8%,65.4%,5/10,1:27
29‑Aug‑2021,Clay,R32,Joao Domingues,6-2 6-0,1.85,4.2%,4.2%,56.3%,74.1%,57.1%,Daniel Altmaier,64.1%,61.8%,3.6%,58.3%,68.4%,6/10,1:09
23‑Aug‑2021,Clay,R16,Camilo Ugo Carabelli,6-4 7-6(2),0.84,6.5%,3.9%,59.7%,69.6%,41.9%,Daniel Altmaier,47.0%,34.7%,0.0%,26.5%,52.2%,2/5,2:15
23‑Aug‑2021,Clay,R32,Leo Borg,0-2 RET,0.71,0.0%,8.3%,58.3%,42.9%,40.0%,Daniel Altmaier,41.7%,41.7%,8.3%,37.5%,50.0%,0/1,0:27
16‑Aug‑2021,Clay,F,Nicolas Jarry,7-6(1) 4-6 6-3,1.07,4.1%,1.0%,62.9%,72.1%,58.3%,Daniel Altmaier,52.5%,35.4%,7.3%,28.3%,54.5%,3/4,2:15
16‑Aug‑2021,Clay,SF,Juan Manuel Cerundolo,6-2 7-6(4),1.38,8.5%,1.7%,62.7%,78.4%,50.0%,Daniel Altmaier,54.3%,44.4%,1.2%,42.0%,58.3%,3/13,1:39
16‑Aug‑2021,Clay,QF,Javier Barranco Cosano,6-4 6-7(5) 7-5,1.1,9.6%,2.6%,61.7%,70.4%,50.0%,Daniel Altmaier,51.7%,41.0%,0.9%,33.3%,50.0%,5/9,2:45
16‑Aug‑2021,Clay,R16,Julien Cagnina,7-6(1) 6-3,1.32,6.9%,1.4%,61.1%,70.5%,57.1%,Daniel Altmaier,54.2%,45.8%,2.1%,36.4%,58.5%,3/13,1:50
16‑Aug‑2021,Clay,R32,Genaro Alberto Olivieri,6-2 6-2,1.74,2.0%,4.1%,65.3%,71.9%,64.7%,Daniel Altmaier,60.6%,53.3%,1.7%,45.7%,64.0%,5/11,1:18
9‑Aug‑2021,Clay,QF,Tomas Barrios Vera,6-4 1-6 7-6(4),0.92,10.6%,1.9%,63.5%,74.2%,44.7%,Daniel Altmaier,50.3%,33.7%,2.4%,25.5%,50.0%,3/6,2:09
9‑Aug‑2021,Clay,R16,Vit Kopriva,7-6(3) 3-6 6-3,0.96,8.4%,0.9%,66.4%,63.4%,52.8%,Daniel Altmaier,50.0%,38.7%,3.2%,34.0%,43.5%,4/8,2:33
9‑Aug‑2021,Clay,R32,Alejandro Tabilo,6-0 7-5,1.81,6.7%,0.0%,51.1%,82.6%,63.6%,Daniel Altmaier,59.4%,48.2%,5.4%,38.2%,63.6%,5/10,1:11
26‑Jul‑2021,Clay,SF,Pedro Martinez,4-6 6-3 6-3,0.8,6.5%,6.5%,62.0%,73.7%,37.1%,Daniel Altmaier,46.8%,32.1%,3.7%,26.3%,45.8%,2/3,2:30
26‑Jul‑2021,Clay,QF,Gianluca Mager,6-1 6-7(5) 6-3,1.16,7.1%,4.4%,61.1%,73.9%,52.3%,Daniel Altmaier,54.2%,40.0%,7.8%,31.9%,48.8%,5/12,2:32
26‑Jul‑2021,Clay,R16,Marco Cecchinato,6-4 6-4,1.17,0.0%,1.5%,58.8%,65.0%,57.1%,Daniel Altmaier,54.0%,44.8%,0.0%,48.6%,38.1%,4/8,1:36
26‑Jul‑2021,Clay,R32,Laslo Djere,4-6 6-3 6-3,1.08,4.4%,4.4%,63.3%,73.7%,30.3%,Daniel Altmaier,51.7%,45.5%,5.7%,40.4%,51.2%,6/13,2:10
19‑Jul‑2021,Clay,SF,Richard Gasquet,7-6(2) 3-6 6-3,1.04,6.1%,0.9%,55.3%,73.0%,47.1%,Daniel Altmaier,50.4%,40.3%,4.8%,30.1%,54.9%,3/10,3:11
19‑Jul‑2021,Clay,QF,Dusan Lajovic,6-2 6-4,1.44,7.1%,3.6%,51.8%,93.1%,40.7%,Daniel Altmaier,56.0%,46.4%,0.0%,46.5%,46.2%,4/13,1:31
19‑Jul‑2021,Clay,R16,Gianluca Mager,4-6 6-1 7-5,1.62,12.9%,2.9%,62.9%,81.8%,61.5%,Daniel Altmaier,55.9%,41.8%,5.5%,27.8%,62.2%,5/10,1:48
19‑Jul‑2021,Clay,R32,Corentin Moutet,5-7 6-1 0-0 RET,1.2,0.0%,1.5%,58.5%,73.7%,44.4%,Daniel Altmaier,53.8%,46.2%,0.0%,42.2%,55.0%,4/9,2:05
19‑Jul‑2021,Clay,Q2,Matija Pecotic,3-6 6-4 6-3,1.03,12.5%,5.2%,57.3%,69.1%,43.9%,Daniel Altmaier,50.8%,42.9%,0.0%,32.7%,56.4%,5/15,2:37
19‑Jul‑2021,Clay,Q1,Flavio Cobolli,2-6 6-3 6-1,1.11,2.2%,3.4%,62.9%,67.9%,42.4%,Daniel Altmaier,52.3%,46.0%,0.0%,40.0%,54.1%,5/12,2:03
12‑Jul‑2021,Clay,R32,Filip Krajinovic,6-3 6-7(3) 6-1,0.69,5.6%,3.4%,53.9%,64.6%,46.3%,Daniel Altmaier,43.4%,30.2%,2.3%,22.2%,52.2%,2/5,2:30
5‑Jul‑2021,Clay,F,Henri Laaksonen,6-1 6-2,1.9,18.8%,6.3%,56.3%,85.2%,52.4%,Daniel Altmaier,63.2%,55.3%,2.1%,27.8%,72.4%,4/7,0:59
5‑Jul‑2021,Clay,SF,Marvin Moeller,7-5 6-0,2.07,6.3%,8.3%,56.3%,88.9%,57.1%,Daniel Altmaier,62.3%,51.7%,1.7%,45.9%,61.9%,5/7,1:15
5‑Jul‑2021,Clay,QF,Elias Ymer,6-3 6-3,1.74,3.9%,3.9%,56.9%,86.2%,59.1%,Daniel Altmaier,57.0%,44.3%,0.0%,34.1%,61.5%,3/8,1:17
5‑Jul‑2021,Clay,R16,Mario Vilella Martinez,6-3 6-2,1.49,11.9%,3.4%,52.5%,80.6%,53.6%,Daniel Altmaier,58.7%,48.0%,6.0%,25.0%,58.8%,4/10,1:18
5‑Jul‑2021,Clay,R32,Zdenek Kolar,6-2 7-5,2.13,8.0%,4.0%,56.0%,82.1%,77.3%,Daniel Altmaier,60.6%,42.6%,0.0%,41.9%,43.5%,3/4,1:22
28‑Jun‑2021,Grass,Q2,Benjamin Bonzi,6-4 6-3,0.7,10.6%,1.5%,62.1%,61.0%,40.0%,Daniel Altmaier,44.1%,32.7%,11.5%,20.7%,47.8%,2/3,1:14
28‑Jun‑2021,Grass,Q1,Maximilian Marterer,6-2 6-4,1.63,9.8%,3.9%,72.5%,81.1%,57.1%,Daniel Altmaier,57.7%,41.5%,0.0%,38.9%,47.1%,3/11,0:58
14‑Jun‑2021,Grass,R32,Jordan Thompson,6-2 7-6(4),0.4,9.5%,2.4%,69.0%,62.1%,46.2%,Daniel Altmaier,41.6%,17.0%,3.8%,10.7%,24.0%,0/0,1:37
7‑Jun‑2021,Clay,QF,Taro Daniel,7-6(3) 6-7(2) 6-3,0.86,10.7%,3.3%,61.2%,71.6%,48.9%,Daniel Altmaier,49.1%,32.0%,3.1%,23.4%,48.5%,3/3,2:40
7‑Jun‑2021,Clay,R16,Daniel Elahi Galan,6-4 3-6 7-6(6),1.02,9.0%,3.0%,52.0%,76.9%,52.1%,Daniel Altmaier,49.8%,35.8%,3.7%,27.7%,47.7%,3/12,2:22
7‑Jun‑2021,Clay,R32,Alexandre Muller,6-3 6-2,1.47,10.9%,9.1%,54.5%,76.7%,60.0%,Daniel Altmaier,57.3%,45.5%,1.8%,39.4%,54.5%,3/9,1:08
31‑May‑2021,Clay,R32,Holger Rune,6-2 6-7(4) 7-6(5),0.79,6.0%,3.8%,52.6%,61.4%,50.8%,Daniel Altmaier,46.8%,34.6%,1.0%,26.5%,50.0%,2/5,2:50
24‑May‑2021,Clay,R32,Richard Gasquet,6-3 6-3,0.66,8.3%,6.7%,51.7%,64.5%,37.9%,Daniel Altmaier,42.7%,32.0%,8.0%,18.5%,47.8%,1/2,1:20
24‑May‑2021,Clay,Q2,Norbert Gombos,7-6(6) 7-6(8),1.04,7.9%,1.1%,51.7%,82.6%,48.8%,Daniel Altmaier,50.6%,35.2%,3.3%,22.2%,47.8%,1/2,2:17
24‑May‑2021,Clay,Q1,Pavel Kotov,6-3 6-1,1.5,3.8%,1.9%,54.7%,75.9%,58.3%,Daniel Altmaier,58.3%,48.0%,0.0%,38.7%,63.2%,4/9,1:11
17‑May‑2021,Clay,R32,Feliciano Lopez,7-6(6) 6-4,0.88,6.3%,5.0%,63.7%,70.6%,37.9%,Daniel Altmaier,48.0%,36.1%,4.2%,19.4%,48.8%,2/3,1:50
17‑May‑2021,Clay,Q2,Marco Cecchinato,6-1 7-6(5),0.88,5.0%,3.3%,55.0%,75.8%,37.0%,Daniel Altmaier,45.8%,36.6%,3.7%,30.4%,50.0%,1/10,1:41
17‑May‑2021,Clay,Q1,Marc Andrea Huesler,7-6(5) 6-2,1.39,9.0%,6.0%,58.2%,89.7%,42.9%,Daniel Altmaier,56.1%,41.5%,9.2%,31.4%,53.3%,3/4,1:28
10‑May‑2021,Clay,R32,Taro Daniel,7-5 6-0,0.62,4.5%,7.6%,43.9%,79.3%,21.6%,Daniel Altmaier,40.9%,32.7%,12.2%,23.3%,47.4%,2/3,1:25
22‑Mar‑2021,Hard,Q1,Shintaro Mochizuki,4-1 RET,0.72,4.2%,0.0%,41.7%,40.0%,50.0%,Daniel Altmaier,42.6%,39.1%,0.0%,33.3%,45.5%,0/3,0:32
15‑Mar‑2021,Clay,R16,Camilo Ugo Carabelli,6-4 3-6 6-3,0.73,8.4%,3.6%,62.7%,78.8%,48.4%,Daniel Altmaier,47.1%,23.6%,0.0%,16.3%,39.1%,1/2,1:48
15‑Mar‑2021,Clay,R32,Guido Andreozzi,6-4 6-3,1.37,10.2%,5.1%,61.0%,83.3%,56.5%,Daniel Altmaier,55.8%,37.0%,0.0%,38.2%,35.0%,2/4,1:16
8‑Mar‑2021,Clay,R32,Daniel Elahi Galan,7-6(2) 3-6 7-5,0.74,13.1%,6.5%,54.2%,77.6%,51.0%,Daniel Altmaier,47.2%,25.6%,6.7%,13.0%,38.6%,2/4,2:27
1‑Mar‑2021,Clay,Q3,Jaume Munar,6-3 6-4,0.58,7.1%,1.8%,55.4%,61.3%,64.0%,Daniel Altmaier,42.3%,21.8%,3.6%,19.5%,28.6%,0/2,1:18
1‑Mar‑2021,Clay,Q2,Juan Pablo Varillas,6-4 6-7(3) 7-5,1.07,17.8%,2.5%,52.5%,74.2%,57.1%,Daniel Altmaier,51.8%,36.4%,4.5%,23.0%,53.1%,4/11,3:04
14‑Feb‑2021,Clay,QF,Andrej Martin,7-6(4) 6-3,0.86,0.9%,0.9%,69.7%,48.7%,42.4%,Daniel Altmaier,46.4%,45.7%,2.9%,36.6%,58.6%,5/11,2:28
14‑Feb‑2021,Clay,R16,Lukas Klein,1-6 6-3 6-3,0.91,3.5%,1.2%,60.5%,59.6%,58.8%,Daniel Altmaier,49.1%,37.0%,5.5%,36.7%,37.5%,3/8,1:55
31‑Jan‑2021,Clay,R32,Alessandro Giannessi,7-6(2) 6-2,0.76,2.7%,10.8%,36.5%,66.7%,46.8%,Daniel Altmaier,44.6%,35.1%,2.7%,35.6%,34.5%,1/6,1:50
24‑Jan‑2021,Clay,R32,Paolo Lorenzi,6-4 6-2,0.75,3.2%,1.6%,59.7%,70.3%,32.0%,Daniel Altmaier,44.9%,33.9%,5.4%,23.3%,46.2%,1/3,1:38
26‑Oct‑2020,Hard,R32,Illya Marchenko,6-4 3-2 RET,0.93,6.7%,2.2%,66.7%,73.3%,53.3%,Daniel Altmaier,48.9%,31.1%,2.2%,29.2%,33.3%,0/5,1:22
19‑Oct‑2020,Hard,R32,Egor Gerasimov,6-1 6-0,0.49,7.5%,5.0%,55.0%,59.1%,11.1%,Daniel Altmaier,33.7%,30.4%,2.2%,37.0%,21.1%,0/2,1:01
12‑Oct‑2020,Hard,R32,Henri Laaksonen,3-6 6-3 7-6(5),0.81,2.5%,2.5%,55.7%,70.6%,48.1%,Daniel Altmaier,47.7%,32.0%,7.0%,26.7%,40.0%,3/9,2:46
28‑Sep‑2020,Clay,R16,Pablo Carreno Busta,6-2 7-5 6-2,0.81,4.8%,3.8%,64.8%,55.9%,51.4%,Daniel Altmaier,45.9%,37.0%,4.0%,34.1%,53.3%,1/4,2:22
28‑Sep‑2020,Clay,R32,Matteo Berrettini,6-2 7-6(5) 6-4,1.21,4.2%,3.2%,60.0%,73.7%,63.2%,Daniel Altmaier,53.5%,37.0%,5.4%,30.5%,48.5%,4/7,2:15
28‑Sep‑2020,Clay,R64,Jan Lennard Struff,6-3 7-6(4) 6-3,1.25,8.5%,3.8%,51.9%,83.6%,45.1%,Daniel Altmaier,54.2%,43.5%,2.8%,35.4%,55.8%,5/13,2:32
28‑Sep‑2020,Clay,R128,Feliciano Lopez,7-6(1) 6-4 6-4,1.31,9.3%,0.9%,58.9%,71.4%,56.8%,Daniel Altmaier,54.5%,45.2%,8.9%,42.9%,48.1%,5/15,2:38
28‑Sep‑2020,Clay,Q3,Ruben Bemelmans,6-3 1-6 6-3,1.24,11.6%,0.0%,62.3%,76.7%,57.7%,Daniel Altmaier,53.6%,37.7%,1.4%,28.9%,54.2%,2/2,1:42
28‑Sep‑2020,Clay,Q2,Hiroki Moriya,6-1 6-2,1.68,15.7%,0.0%,47.1%,79.2%,51.9%,Daniel Altmaier,62.0%,59.2%,0.0%,56.3%,64.7%,5/6,1:10
28‑Sep‑2020,Clay,Q1,Tallon Griekspoor,6-1 6-3,1.59,11.3%,1.9%,62.3%,78.8%,55.0%,Daniel Altmaier,59.0%,48.1%,3.8%,40.5%,66.7%,4/13,1:11
7‑Sep‑2020,Clay,SF,Oscar Otte,5-4 RET,0.93,7.1%,3.6%,64.3%,61.1%,40.0%,Daniel Altmaier,47.7%,43.2%,5.4%,27.8%,57.9%,1/1,0:55
